docid,docno,title,rank,query,qid,model
51954,182823,Bright (2017),4,Buddy cop movies featuring dynamic duos.,36,pipeline_0
1829,1918,Lethal Weapon 4 (1998),5,Buddy cop movies featuring dynamic duos.,36,pipeline_0
4944,5049,48 Hrs. (1982),6,Buddy cop movies featuring dynamic duos.,36,pipeline_0
143,145,Bad Boys (1995),7,Buddy cop movies featuring dynamic duos.,36,pipeline_0
19935,103372,"Heat, The (2013)",8,Buddy cop movies featuring dynamic duos.,36,pipeline_0
1912,2001,Lethal Weapon 2 (1989),9,Buddy cop movies featuring dynamic duos.,36,pipeline_0
7933,8644,"I, Robot (2004)",10,Buddy cop movies featuring dynamic duos.,36,pipeline_0
1829,1918,Lethal Weapon 4 (1998),1,Buddy cop movies featuring dynamic duos.,36,pipeline_1
5113,5220,Showtime (2002),2,Buddy cop movies featuring dynamic duos.,36,pipeline_1
4944,5049,48 Hrs. (1982),3,Buddy cop movies featuring dynamic duos.,36,pipeline_1
51954,182823,Bright (2017),4,Buddy cop movies featuring dynamic duos.,36,pipeline_1
32967,141536,Veteran (2015),5,Buddy cop movies featuring dynamic duos.,36,pipeline_1
4922,5027,Another 48 Hrs. (1990),6,Buddy cop movies featuring dynamic duos.,36,pipeline_1
1913,2002,Lethal Weapon 3 (1992),7,Buddy cop movies featuring dynamic duos.,36,pipeline_1
4573,4677,Turner & Hooch (1989),8,Buddy cop movies featuring dynamic duos.,36,pipeline_1
19935,103372,"Heat, The (2013)",9,Buddy cop movies featuring dynamic duos.,36,pipeline_1
1911,2000,Lethal Weapon (1987),10,Buddy cop movies featuring dynamic duos.,36,pipeline_1
1911,2000,Lethal Weapon (1987),1,Buddy cop movies featuring dynamic duos.,36,pipeline_2
51954,182823,Bright (2017),2,Buddy cop movies featuring dynamic duos.,36,pipeline_2
143,145,Bad Boys (1995),3,Buddy cop movies featuring dynamic duos.,36,pipeline_2
5113,5220,Showtime (2002),4,Buddy cop movies featuring dynamic duos.,36,pipeline_2
37191,151315,Ride Along 2 (2016),5,Buddy cop movies featuring dynamic duos.,36,pipeline_2
36284,149096,Samurai Cop 2: Deadly Vengeance (2015),6,Buddy cop movies featuring dynamic duos.,36,pipeline_2
50044,178851,Future Zone (1990),7,Buddy cop movies featuring dynamic duos.,36,pipeline_2
6690,6812,"Rookie, The (1990)",8,Buddy cop movies featuring dynamic duos.,36,pipeline_2
32967,141536,Veteran (2015),9,Buddy cop movies featuring dynamic duos.,36,pipeline_2
11707,54056,Back In Action (1993),10,Buddy cop movies featuring dynamic duos.,36,pipeline_2
1911,2000,Lethal Weapon (1987),1,Buddy cop movies featuring dynamic duos.,36,pipeline_3
51954,182823,Bright (2017),2,Buddy cop movies featuring dynamic duos.,36,pipeline_3
1829,1918,Lethal Weapon 4 (1998),3,Buddy cop movies featuring dynamic duos.,36,pipeline_3
1913,2002,Lethal Weapon 3 (1992),4,Buddy cop movies featuring dynamic duos.,36,pipeline_3
4944,5049,48 Hrs. (1982),5,Buddy cop movies featuring dynamic duos.,36,pipeline_3
4922,5027,Another 48 Hrs. (1990),6,Buddy cop movies featuring dynamic duos.,36,pipeline_3
4569,4673,Tango & Cash (1989),7,Buddy cop movies featuring dynamic duos.,36,pipeline_3
4573,4677,Turner & Hooch (1989),8,Buddy cop movies featuring dynamic duos.,36,pipeline_3
20935,108156,Ride Along (2014),9,Buddy cop movies featuring dynamic duos.,36,pipeline_3
143,145,Bad Boys (1995),10,Buddy cop movies featuring dynamic duos.,36,pipeline_3
1911,2000,Lethal Weapon (1987),1,Buddy cop movies featuring dynamic duos.,36,pipeline_4
51954,182823,Bright (2017),2,Buddy cop movies featuring dynamic duos.,36,pipeline_4
1829,1918,Lethal Weapon 4 (1998),3,Buddy cop movies featuring dynamic duos.,36,pipeline_4
4944,5049,48 Hrs. (1982),4,Buddy cop movies featuring dynamic duos.,36,pipeline_4
19935,103372,"Heat, The (2013)",5,Buddy cop movies featuring dynamic duos.,36,pipeline_4
1912,2001,Lethal Weapon 2 (1989),6,Buddy cop movies featuring dynamic duos.,36,pipeline_4
1913,2002,Lethal Weapon 3 (1992),7,Buddy cop movies featuring dynamic duos.,36,pipeline_4
4573,4677,Turner & Hooch (1989),8,Buddy cop movies featuring dynamic duos.,36,pipeline_4
61026,202101,Stuber (2019),9,Buddy cop movies featuring dynamic duos.,36,pipeline_4
20935,108156,Ride Along (2014),10,Buddy cop movies featuring dynamic duos.,36,pipeline_4
1911,2000,Lethal Weapon (1987),1,Buddy cop movies featuring dynamic duos.,36,pipeline_5
51954,182823,Bright (2017),2,Buddy cop movies featuring dynamic duos.,36,pipeline_5
1829,1918,Lethal Weapon 4 (1998),3,Buddy cop movies featuring dynamic duos.,36,pipeline_5
4944,5049,48 Hrs. (1982),4,Buddy cop movies featuring dynamic duos.,36,pipeline_5
143,145,Bad Boys (1995),5,Buddy cop movies featuring dynamic duos.,36,pipeline_5
19935,103372,"Heat, The (2013)",6,Buddy cop movies featuring dynamic duos.,36,pipeline_5
1912,2001,Lethal Weapon 2 (1989),7,Buddy cop movies featuring dynamic duos.,36,pipeline_5
1913,2002,Lethal Weapon 3 (1992),8,Buddy cop movies featuring dynamic duos.,36,pipeline_5
5113,5220,Showtime (2002),9,Buddy cop movies featuring dynamic duos.,36,pipeline_5
32967,141536,Veteran (2015),10,Buddy cop movies featuring dynamic duos.,36,pipeline_5
1911,2000,Lethal Weapon (1987),1,Buddy cop movies featuring dynamic duos.,36,pipeline_6
51954,182823,Bright (2017),2,Buddy cop movies featuring dynamic duos.,36,pipeline_6
1829,1918,Lethal Weapon 4 (1998),3,Buddy cop movies featuring dynamic duos.,36,pipeline_6
4944,5049,48 Hrs. (1982),4,Buddy cop movies featuring dynamic duos.,36,pipeline_6
143,145,Bad Boys (1995),5,Buddy cop movies featuring dynamic duos.,36,pipeline_6
1912,2001,Lethal Weapon 2 (1989),6,Buddy cop movies featuring dynamic duos.,36,pipeline_6
1913,2002,Lethal Weapon 3 (1992),7,Buddy cop movies featuring dynamic duos.,36,pipeline_6
20000,103655,R.I.P.D. (2013),8,Buddy cop movies featuring dynamic duos.,36,pipeline_6
4573,4677,Turner & Hooch (1989),9,Buddy cop movies featuring dynamic duos.,36,pipeline_6
20935,108156,Ride Along (2014),10,Buddy cop movies featuring dynamic duos.,36,pipeline_6
61859,203934,Freaks (2019),1,Teenagers with superpowers fighting against evil.,37,pipeline_0
10410,40815,Harry Potter and the Goblet of Fire (2005),2,Teenagers with superpowers fighting against evil.,37,pipeline_0
2631,2723,Mystery Men (1999),3,Teenagers with superpowers fighting against evil.,37,pipeline_0
65420,212371,The New Mutants (2020),4,Teenagers with superpowers fighting against evil.,37,pipeline_0
21620,111362,X-Men: Days of Future Past (2014),5,Teenagers with superpowers fighting against evil.,37,pipeline_0
13513,69844,Harry Potter and the Half-Blood Prince (2009),6,Teenagers with superpowers fighting against evil.,37,pipeline_0
64632,210577,Sonic the Hedgehog (2020),7,Teenagers with superpowers fighting against evil.,37,pipeline_0
68643,220792,Project Power (2020),8,Teenagers with superpowers fighting against evil.,37,pipeline_0
16578,87430,Green Lantern (2011),9,Teenagers with superpowers fighting against evil.,37,pipeline_0
25126,122926,Untitled Spider-Man Reboot (2017),10,Teenagers with superpowers fighting against evil.,37,pipeline_0
74962,245812,Thunder Force (2021),1,Teenagers with superpowers fighting against evil.,37,pipeline_1
2631,2723,Mystery Men (1999),2,Teenagers with superpowers fighting against evil.,37,pipeline_1
61859,203934,Freaks (2019),3,Teenagers with superpowers fighting against evil.,37,pipeline_1
2099,2189,I Married A Strange Person! (1997),4,Teenagers with superpowers fighting against evil.,37,pipeline_1
11063,47952,"Covenant, The (2006)",5,Teenagers with superpowers fighting against evil.,37,pipeline_1
64632,210577,Sonic the Hedgehog (2020),6,Teenagers with superpowers fighting against evil.,37,pipeline_1
22120,113497,Antboy (2013),7,Teenagers with superpowers fighting against evil.,37,pipeline_1
28729,132044,The Clown at Midnight (1999),8,Teenagers with superpowers fighting against evil.,37,pipeline_1
45568,169444,Mercury Man (2006),9,Teenagers with superpowers fighting against evil.,37,pipeline_1
68643,220792,Project Power (2020),10,Teenagers with superpowers fighting against evil.,37,pipeline_1
61859,203934,Freaks (2019),1,Teenagers with superpowers fighting against evil.,37,pipeline_2
21620,111362,X-Men: Days of Future Past (2014),2,Teenagers with superpowers fighting against evil.,37,pipeline_2
2631,2723,Mystery Men (1999),3,Teenagers with superpowers fighting against evil.,37,pipeline_2
74962,245812,Thunder Force (2021),4,Teenagers with superpowers fighting against evil.,37,pipeline_2
2099,2189,I Married A Strange Person! (1997),5,Teenagers with superpowers fighting against evil.,37,pipeline_2
55471,190183,The Darkest Minds (2018),6,Teenagers with superpowers fighting against evil.,37,pipeline_2
57801,195207,Code 8 (2016),7,Teenagers with superpowers fighting against evil.,37,pipeline_2
53459,185975,Fast Color (2018),8,Teenagers with superpowers fighting against evil.,37,pipeline_2
57802,195209,Code 8,9,Teenagers with superpowers fighting against evil.,37,pipeline_2
77359,257387,The Innocents (2021),10,Teenagers with superpowers fighting against evil.,37,pipeline_2
21620,111362,X-Men: Days of Future Past (2014),1,Teenagers with superpowers fighting against evil.,37,pipeline_3
74962,245812,Thunder Force (2021),2,Teenagers with superpowers fighting against evil.,37,pipeline_3
61859,203934,Freaks (2019),3,Teenagers with superpowers fighting against evil.,37,pipeline_3
2631,2723,Mystery Men (1999),4,Teenagers with superpowers fighting against evil.,37,pipeline_3
68643,220792,Project Power (2020),5,Teenagers with superpowers fighting against evil.,37,pipeline_3
77359,257387,The Innocents (2021),6,Teenagers with superpowers fighting against evil.,37,pipeline_3
11063,47952,"Covenant, The (2006)",7,Teenagers with superpowers fighting against evil.,37,pipeline_3
2099,2189,I Married A Strange Person! (1997),8,Teenagers with superpowers fighting against evil.,37,pipeline_3
22120,113497,Antboy (2013),9,Teenagers with superpowers fighting against evil.,37,pipeline_3
57802,195209,Code 8,10,Teenagers with superpowers fighting against evil.,37,pipeline_3
61859,203934,Freaks (2019),1,Teenagers with superpowers fighting against evil.,37,pipeline_4
2631,2723,Mystery Men (1999),2,Teenagers with superpowers fighting against evil.,37,pipeline_4
68643,220792,Project Power (2020),3,Teenagers with superpowers fighting against evil.,37,pipeline_4
74962,245812,Thunder Force (2021),4,Teenagers with superpowers fighting against evil.,37,pipeline_4
57802,195209,Code 8,5,Teenagers with superpowers fighting against evil.,37,pipeline_4
55471,190183,The Darkest Minds (2018),6,Teenagers with superpowers fighting against evil.,37,pipeline_4
57801,195207,Code 8 (2016),7,Teenagers with superpowers fighting against evil.,37,pipeline_4
53459,185975,Fast Color (2018),8,Teenagers with superpowers fighting against evil.,37,pipeline_4
2099,2189,I Married A Strange Person! (1997),9,Teenagers with superpowers fighting against evil.,37,pipeline_4
22120,113497,Antboy (2013),10,Teenagers with superpowers fighting against evil.,37,pipeline_4
61859,203934,Freaks (2019),1,Teenagers with superpowers fighting against evil.,37,pipeline_5
2631,2723,Mystery Men (1999),2,Teenagers with superpowers fighting against evil.,37,pipeline_5
21620,111362,X-Men: Days of Future Past (2014),3,Teenagers with superpowers fighting against evil.,37,pipeline_5
68643,220792,Project Power (2020),4,Teenagers with superpowers fighting against evil.,37,pipeline_5
74962,245812,Thunder Force (2021),5,Teenagers with superpowers fighting against evil.,37,pipeline_5
57802,195209,Code 8,6,Teenagers with superpowers fighting against evil.,37,pipeline_5
55471,190183,The Darkest Minds (2018),7,Teenagers with superpowers fighting against evil.,37,pipeline_5
77359,257387,The Innocents (2021),8,Teenagers with superpowers fighting against evil.,37,pipeline_5
11063,47952,"Covenant, The (2006)",9,Teenagers with superpowers fighting against evil.,37,pipeline_5
57801,195207,Code 8 (2016),10,Teenagers with superpowers fighting against evil.,37,pipeline_5
61859,203934,Freaks (2019),1,Teenagers with superpowers fighting against evil.,37,pipeline_6
2631,2723,Mystery Men (1999),2,Teenagers with superpowers fighting against evil.,37,pipeline_6
21620,111362,X-Men: Days of Future Past (2014),3,Teenagers with superpowers fighting against evil.,37,pipeline_6
68643,220792,Project Power (2020),4,Teenagers with superpowers fighting against evil.,37,pipeline_6
74962,245812,Thunder Force (2021),5,Teenagers with superpowers fighting against evil.,37,pipeline_6
57802,195209,Code 8,6,Teenagers with superpowers fighting against evil.,37,pipeline_6
55471,190183,The Darkest Minds (2018),7,Teenagers with superpowers fighting against evil.,37,pipeline_6
77359,257387,The Innocents (2021),8,Teenagers with superpowers fighting against evil.,37,pipeline_6
11063,47952,"Covenant, The (2006)",9,Teenagers with superpowers fighting against evil.,37,pipeline_6
57801,195207,Code 8 (2016),10,Teenagers with superpowers fighting against evil.,37,pipeline_6
3919,4022,Cast Away (2000),1,Survival game on a remote island.,38,pipeline_0
6898,7022,Battle Royale (Batoru rowaiaru) (2000),2,Survival game on a remote island.,38,pipeline_0
7720,8295,"Most Dangerous Game, The (1932)",3,Survival game on a remote island.,38,pipeline_0
33116,141866,Green Room (2015),4,Survival game on a remote island.,38,pipeline_0
52736,184471,Tomb Raider (2018),5,Survival game on a remote island.,38,pipeline_0
11864,55282,30 Days of Night (2007),6,Survival game on a remote island.,38,pipeline_0
34301,144482,Circle (2015),7,Survival game on a remote island.,38,pipeline_0
65840,213347,A Quiet Place Part II (2020),8,Survival game on a remote island.,38,pipeline_0
40646,158956,Kill Command (2016),9,Survival game on a remote island.,38,pipeline_0
43,44,Mortal Kombat (1995),10,Survival game on a remote island.,38,pipeline_0
7720,8295,"Most Dangerous Game, The (1932)",1,Survival game on a remote island.,38,pipeline_1
49090,176771,Surviving Evil (2009),2,Survival game on a remote island.,38,pipeline_1
43795,165651,Take Down (2016),3,Survival game on a remote island.,38,pipeline_1
45171,168622,Lost in the Pacific (2016),4,Survival game on a remote island.,38,pipeline_1
6898,7022,Battle Royale (Batoru rowaiaru) (2000),5,Survival game on a remote island.,38,pipeline_1
52077,183077,Cold Skin (2017),6,Survival game on a remote island.,38,pipeline_1
14688,77910,American Gothic (1988),7,Survival game on a remote island.,38,pipeline_1
16898,88957,"Young One, The (1960)",8,Survival game on a remote island.,38,pipeline_1
62841,206190,6-Headed Shark Attack (2018),9,Survival game on a remote island.,38,pipeline_1
70897,228001,Solum (2019),10,Survival game on a remote island.,38,pipeline_1
6898,7022,Battle Royale (Batoru rowaiaru) (2000),1,Survival game on a remote island.,38,pipeline_2
3919,4022,Cast Away (2000),2,Survival game on a remote island.,38,pipeline_2
33116,141866,Green Room (2015),3,Survival game on a remote island.,38,pipeline_2
70897,228001,Solum (2019),4,Survival game on a remote island.,38,pipeline_2
81739,274597,Escape the Field (2022),5,Survival game on a remote island.,38,pipeline_2
62841,206190,6-Headed Shark Attack (2018),6,Survival game on a remote island.,38,pipeline_2
49090,176771,Surviving Evil (2009),7,Survival game on a remote island.,38,pipeline_2
43795,165651,Take Down (2016),8,Survival game on a remote island.,38,pipeline_2
45171,168622,Lost in the Pacific (2016),9,Survival game on a remote island.,38,pipeline_2
11474,51917,Wilderness (2006),10,Survival game on a remote island.,38,pipeline_2
6898,7022,Battle Royale (Batoru rowaiaru) (2000),1,Survival game on a remote island.,38,pipeline_3
33116,141866,Green Room (2015),2,Survival game on a remote island.,38,pipeline_3
3919,4022,Cast Away (2000),3,Survival game on a remote island.,38,pipeline_3
81739,274597,Escape the Field (2022),4,Survival game on a remote island.,38,pipeline_3
70897,228001,Solum (2019),5,Survival game on a remote island.,38,pipeline_3
78705,262755,Apex (2021),6,Survival game on a remote island.,38,pipeline_3
20352,105292,Paintball (2009),7,Survival game on a remote island.,38,pipeline_3
16898,88957,"Young One, The (1960)",8,Survival game on a remote island.,38,pipeline_3
21851,112471,Wild Oranges (1924),9,Survival game on a remote island.,38,pipeline_3
62841,206190,6-Headed Shark Attack (2018),10,Survival game on a remote island.,38,pipeline_3
3919,4022,Cast Away (2000),1,Survival game on a remote island.,38,pipeline_4
6898,7022,Battle Royale (Batoru rowaiaru) (2000),2,Survival game on a remote island.,38,pipeline_4
7720,8295,"Most Dangerous Game, The (1932)",3,Survival game on a remote island.,38,pipeline_4
52077,183077,Cold Skin (2017),4,Survival game on a remote island.,38,pipeline_4
49090,176771,Surviving Evil (2009),5,Survival game on a remote island.,38,pipeline_4
43795,165651,Take Down (2016),6,Survival game on a remote island.,38,pipeline_4
14688,77910,American Gothic (1988),7,Survival game on a remote island.,38,pipeline_4
78705,262755,Apex (2021),8,Survival game on a remote island.,38,pipeline_4
45171,168622,Lost in the Pacific (2016),9,Survival game on a remote island.,38,pipeline_4
20352,105292,Paintball (2009),10,Survival game on a remote island.,38,pipeline_4
3919,4022,Cast Away (2000),1,Survival game on a remote island.,38,pipeline_5
6898,7022,Battle Royale (Batoru rowaiaru) (2000),2,Survival game on a remote island.,38,pipeline_5
7720,8295,"Most Dangerous Game, The (1932)",3,Survival game on a remote island.,38,pipeline_5
33116,141866,Green Room (2015),4,Survival game on a remote island.,38,pipeline_5
49090,176771,Surviving Evil (2009),5,Survival game on a remote island.,38,pipeline_5
43795,165651,Take Down (2016),6,Survival game on a remote island.,38,pipeline_5
45171,168622,Lost in the Pacific (2016),7,Survival game on a remote island.,38,pipeline_5
51048,180951,The Brothers (1947),8,Survival game on a remote island.,38,pipeline_5
11474,51917,Wilderness (2006),9,Survival game on a remote island.,38,pipeline_5
20886,107888,"Savage Is Loose, The (1974)",10,Survival game on a remote island.,38,pipeline_5
3919,4022,Cast Away (2000),1,Survival game on a remote island.,38,pipeline_6
6898,7022,Battle Royale (Batoru rowaiaru) (2000),2,Survival game on a remote island.,38,pipeline_6
7720,8295,"Most Dangerous Game, The (1932)",3,Survival game on a remote island.,38,pipeline_6
33116,141866,Green Room (2015),4,Survival game on a remote island.,38,pipeline_6
52077,183077,Cold Skin (2017),5,Survival game on a remote island.,38,pipeline_6
43795,165651,Take Down (2016),6,Survival game on a remote island.,38,pipeline_6
21851,112471,Wild Oranges (1924),7,Survival game on a remote island.,38,pipeline_6
78705,262755,Apex (2021),8,Survival game on a remote island.,38,pipeline_6
45171,168622,Lost in the Pacific (2016),9,Survival game on a remote island.,38,pipeline_6
20352,105292,Paintball (2009),10,Survival game on a remote island.,38,pipeline_6
3814,3916,Remember the Titans (2000),1,Inspirational sports movies with triumphant endings.,39,pipeline_0
3864,3967,Billy Elliot (2000),2,Inspirational sports movies with triumphant endings.,39,pipeline_0
14026,72641,"Blind Side, The  (2009)",3,Inspirational sports movies with triumphant endings.,39,pipeline_0
1865,1954,Rocky (1976),4,Inspirational sports movies with triumphant endings.,39,pipeline_0
9983,33660,Cinderella Man (2005),5,Inspirational sports movies with triumphant endings.,39,pipeline_0
519,524,Rudy (1993),6,Inspirational sports movies with triumphant endings.,39,pipeline_0
2600,2692,Run Lola Run (Lola rennt) (1998),7,Inspirational sports movies with triumphant endings.,39,pipeline_0
78232,261131,King Richard (2021),8,Inspirational sports movies with triumphant endings.,39,pipeline_0
9521,31225,Coach Carter (2005),9,Inspirational sports movies with triumphant endings.,39,pipeline_0
10073,34153,Murderball (2005),10,Inspirational sports movies with triumphant endings.,39,pipeline_0
10073,34153,Murderball (2005),1,Inspirational sports movies with triumphant endings.,39,pipeline_1
3814,3916,Remember the Titans (2000),2,Inspirational sports movies with triumphant endings.,39,pipeline_1
3005,3098,"Natural, The (1984)",3,Inspirational sports movies with triumphant endings.,39,pipeline_1
9521,31225,Coach Carter (2005),4,Inspirational sports movies with triumphant endings.,39,pipeline_1
519,524,Rudy (1993),5,Inspirational sports movies with triumphant endings.,39,pipeline_1
1993,2082,"Mighty Ducks, The (1992)",6,Inspirational sports movies with triumphant endings.,39,pipeline_1
7139,7263,Miracle (2004),7,Inspirational sports movies with triumphant endings.,39,pipeline_1
78232,261131,King Richard (2021),8,Inspirational sports movies with triumphant endings.,39,pipeline_1
10808,45503,Peaceful Warrior (2006),9,Inspirational sports movies with triumphant endings.,39,pipeline_1
3267,3360,Hoosiers (a.k.a. Best Shot) (1986),10,Inspirational sports movies with triumphant endings.,39,pipeline_1
3814,3916,Remember the Titans (2000),1,Inspirational sports movies with triumphant endings.,39,pipeline_2
9983,33660,Cinderella Man (2005),2,Inspirational sports movies with triumphant endings.,39,pipeline_2
14026,72641,"Blind Side, The  (2009)",3,Inspirational sports movies with triumphant endings.,39,pipeline_2
1865,1954,Rocky (1976),4,Inspirational sports movies with triumphant endings.,39,pipeline_2
10073,34153,Murderball (2005),5,Inspirational sports movies with triumphant endings.,39,pipeline_2
3005,3098,"Natural, The (1984)",6,Inspirational sports movies with triumphant endings.,39,pipeline_2
997,1020,Cool Runnings (1993),7,Inspirational sports movies with triumphant endings.,39,pipeline_2
5160,5267,"Rookie, The (2002)",8,Inspirational sports movies with triumphant endings.,39,pipeline_2
10808,45503,Peaceful Warrior (2006),9,Inspirational sports movies with triumphant endings.,39,pipeline_2
37249,151455,Eddie the Eagle (2016),10,Inspirational sports movies with triumphant endings.,39,pipeline_2
519,524,Rudy (1993),1,Inspirational sports movies with triumphant endings.,39,pipeline_3
78232,261131,King Richard (2021),2,Inspirational sports movies with triumphant endings.,39,pipeline_3
3814,3916,Remember the Titans (2000),3,Inspirational sports movies with triumphant endings.,39,pipeline_3
1865,1954,Rocky (1976),4,Inspirational sports movies with triumphant endings.,39,pipeline_3
1268,1302,Field of Dreams (1989),5,Inspirational sports movies with triumphant endings.,39,pipeline_3
9983,33660,Cinderella Man (2005),6,Inspirational sports movies with triumphant endings.,39,pipeline_3
1993,2082,"Mighty Ducks, The (1992)",7,Inspirational sports movies with triumphant endings.,39,pipeline_3
14026,72641,"Blind Side, The  (2009)",8,Inspirational sports movies with triumphant endings.,39,pipeline_3
3267,3360,Hoosiers (a.k.a. Best Shot) (1986),9,Inspirational sports movies with triumphant endings.,39,pipeline_3
9521,31225,Coach Carter (2005),10,Inspirational sports movies with triumphant endings.,39,pipeline_3
3814,3916,Remember the Titans (2000),1,Inspirational sports movies with triumphant endings.,39,pipeline_4
9983,33660,Cinderella Man (2005),2,Inspirational sports movies with triumphant endings.,39,pipeline_4
519,524,Rudy (1993),3,Inspirational sports movies with triumphant endings.,39,pipeline_4
78232,261131,King Richard (2021),4,Inspirational sports movies with triumphant endings.,39,pipeline_4
9521,31225,Coach Carter (2005),5,Inspirational sports movies with triumphant endings.,39,pipeline_4
10073,34153,Murderball (2005),6,Inspirational sports movies with triumphant endings.,39,pipeline_4
7139,7263,Miracle (2004),7,Inspirational sports movies with triumphant endings.,39,pipeline_4
1993,2082,"Mighty Ducks, The (1992)",8,Inspirational sports movies with triumphant endings.,39,pipeline_4
3005,3098,"Natural, The (1984)",9,Inspirational sports movies with triumphant endings.,39,pipeline_4
3267,3360,Hoosiers (a.k.a. Best Shot) (1986),10,Inspirational sports movies with triumphant endings.,39,pipeline_4
3814,3916,Remember the Titans (2000),1,Inspirational sports movies with triumphant endings.,39,pipeline_5
14026,72641,"Blind Side, The  (2009)",2,Inspirational sports movies with triumphant endings.,39,pipeline_5
1865,1954,Rocky (1976),3,Inspirational sports movies with triumphant endings.,39,pipeline_5
9983,33660,Cinderella Man (2005),4,Inspirational sports movies with triumphant endings.,39,pipeline_5
519,524,Rudy (1993),5,Inspirational sports movies with triumphant endings.,39,pipeline_5
9521,31225,Coach Carter (2005),6,Inspirational sports movies with triumphant endings.,39,pipeline_5
10073,34153,Murderball (2005),7,Inspirational sports movies with triumphant endings.,39,pipeline_5
1993,2082,"Mighty Ducks, The (1992)",8,Inspirational sports movies with triumphant endings.,39,pipeline_5
3005,3098,"Natural, The (1984)",9,Inspirational sports movies with triumphant endings.,39,pipeline_5
997,1020,Cool Runnings (1993),10,Inspirational sports movies with triumphant endings.,39,pipeline_5
3814,3916,Remember the Titans (2000),1,Inspirational sports movies with triumphant endings.,39,pipeline_6
14026,72641,"Blind Side, The  (2009)",2,Inspirational sports movies with triumphant endings.,39,pipeline_6
1865,1954,Rocky (1976),3,Inspirational sports movies with triumphant endings.,39,pipeline_6
9983,33660,Cinderella Man (2005),4,Inspirational sports movies with triumphant endings.,39,pipeline_6
519,524,Rudy (1993),5,Inspirational sports movies with triumphant endings.,39,pipeline_6
78232,261131,King Richard (2021),6,Inspirational sports movies with triumphant endings.,39,pipeline_6
9521,31225,Coach Carter (2005),7,Inspirational sports movies with triumphant endings.,39,pipeline_6
10073,34153,Murderball (2005),8,Inspirational sports movies with triumphant endings.,39,pipeline_6
7139,7263,Miracle (2004),9,Inspirational sports movies with triumphant endings.,39,pipeline_6
1993,2082,"Mighty Ducks, The (1992)",10,Inspirational sports movies with triumphant endings.,39,pipeline_6
23780,119145,Kingsman: The Secret Service (2015),1,Spy with gadgets and luxury cars.,40,pipeline_0
17507,91630,Mission: Impossible - Ghost Protocol (2011),2,Spy with gadgets and luxury cars.,40,pipeline_0
4129,4232,Spy Kids (2001),3,Spy with gadgets and luxury cars.,40,pipeline_0
6381,6503,Charlie's Angels: Full Throttle (2003),4,Spy with gadgets and luxury cars.,40,pipeline_0
17245,90522,Johnny English Reborn (2011),5,Spy with gadgets and luxury cars.,40,pipeline_0
2855,2947,Goldfinger (1964),6,Spy with gadgets and luxury cars.,40,pipeline_0
10787,45186,Mission: Impossible III (2006),7,Spy with gadgets and luxury cars.,40,pipeline_0
637,648,Mission: Impossible (1996),8,Spy with gadgets and luxury cars.,40,pipeline_0
7894,8605,Taxi 3 (2003),9,Spy with gadgets and luxury cars.,40,pipeline_0
56549,192579,Johnny English Strikes Again (2018),10,Spy with gadgets and luxury cars.,40,pipeline_0
17507,91630,Mission: Impossible - Ghost Protocol (2011),1,Spy with gadgets and luxury cars.,40,pipeline_1
17245,90522,Johnny English Reborn (2011),2,Spy with gadgets and luxury cars.,40,pipeline_1
4007,4110,"Fourth Protocol, The (1987)",3,Spy with gadgets and luxury cars.,40,pipeline_1
4129,4232,Spy Kids (2001),4,Spy with gadgets and luxury cars.,40,pipeline_1
7894,8605,Taxi 3 (2003),5,Spy with gadgets and luxury cars.,40,pipeline_1
23780,119145,Kingsman: The Secret Service (2015),6,Spy with gadgets and luxury cars.,40,pipeline_1
27830,129986,The incredible Paris Incident (1967),7,Spy with gadgets and luxury cars.,40,pipeline_1
62659,205767,Comrade Drakulich (2019),8,Spy with gadgets and luxury cars.,40,pipeline_1
59886,199648,Kim Possible (2019),9,Spy with gadgets and luxury cars.,40,pipeline_1
16655,87876,Cars 2 (2011),10,Spy with gadgets and luxury cars.,40,pipeline_1
17507,91630,Mission: Impossible - Ghost Protocol (2011),1,Spy with gadgets and luxury cars.,40,pipeline_2
637,648,Mission: Impossible (1996),2,Spy with gadgets and luxury cars.,40,pipeline_2
21711,111781,Mission: Impossible - Rogue Nation (2015),3,Spy with gadgets and luxury cars.,40,pipeline_2
2855,2947,Goldfinger (1964),4,Spy with gadgets and luxury cars.,40,pipeline_2
23780,119145,Kingsman: The Secret Service (2015),5,Spy with gadgets and luxury cars.,40,pipeline_2
7221,7345,Agent Cody Banks 2: Destination London (2004),6,Spy with gadgets and luxury cars.,40,pipeline_2
43457,164959,Barbie: Spy Squad (2016),7,Spy with gadgets and luxury cars.,40,pipeline_2
62206,204694,Spies in Disguise (2019),8,Spy with gadgets and luxury cars.,40,pipeline_2
10787,45186,Mission: Impossible III (2006),9,Spy with gadgets and luxury cars.,40,pipeline_2
11740,54286,"Bourne Ultimatum, The (2007)",10,Spy with gadgets and luxury cars.,40,pipeline_2
17507,91630,Mission: Impossible - Ghost Protocol (2011),1,Spy with gadgets and luxury cars.,40,pipeline_3
23780,119145,Kingsman: The Secret Service (2015),2,Spy with gadgets and luxury cars.,40,pipeline_3
7221,7345,Agent Cody Banks 2: Destination London (2004),3,Spy with gadgets and luxury cars.,40,pipeline_3
10787,45186,Mission: Impossible III (2006),4,Spy with gadgets and luxury cars.,40,pipeline_3
